epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.530278205871582,0.5660525560379028,0.6728713512420654,0.5462885499000549,0.35733768343925476,0.875,0.9633194208145142,0.5063818693161011,1.0,0.75
1,0.9342607855796814,0.9943005442619324,0.41013526916503906,1.0,0.8685215711593628,0.9485294222831726,0.996635913848877,0.3867734372615814,1.0,0.8970588445663452
2,0.9689034223556519,0.9973491430282593,0.34700441360473633,0.9994189143180847,0.9383524060249329,0.9485294222831726,0.9959871172904968,0.36639082431793213,1.0,0.8970588445663452
3,0.9792689681053162,0.9970365166664124,0.12545447051525116,0.9971703290939331,0.9612656831741333,0.968137264251709,0.9968521595001221,0.07850361615419388,0.9948186278343201,0.9411764740943909
4,0.9822695255279541,0.9983168840408325,0.05425802618265152,0.9960718154907227,0.9683578610420227,0.9607843160629272,0.997909426689148,0.07627594470977783,0.9947368502616882,0.9264705777168274
5,0.9849972724914551,0.9980719685554504,0.04395526275038719,0.9949888586997986,0.9749045372009277,0.9534313678741455,0.9960111975669861,0.13399651646614075,1.0,0.906862735748291
6,0.9852700233459473,0.9986554384231567,0.04356857389211655,0.9960959553718567,0.9743589758872986,0.9632353186607361,0.9957708716392517,0.08831009268760681,1.0,0.9264705777168274
7,0.9852700233459473,0.9986826777458191,0.04336674138903618,0.9972051382064819,0.9732678532600403,0.9803921580314636,0.9975490570068359,0.05539676174521446,0.9949495196342468,0.9656862616539001
8,0.990725576877594,0.9994896650314331,0.03030483052134514,0.9961389899253845,0.9852700233459473,0.9779411554336548,0.9977172613143921,0.05210859701037407,0.9949238300323486,0.9607843160629272
9,0.9901800155639648,0.9986459016799927,0.03452117368578911,0.997232973575592,0.9830878376960754,0.9901960492134094,0.9981977939605713,0.04652919992804527,0.9950494766235352,0.9852941036224365
10,0.9926350116729736,0.9994757771492004,0.025703979656100273,0.9966996908187866,0.9885433912277222,0.9656862616539001,0.9967321157455444,0.07509245723485947,1.0,0.9313725233078003
11,0.9931805729866028,0.9992616176605225,0.02723657712340355,0.9988962411880493,0.9874522686004639,0.9632353186607361,0.9970444440841675,0.09121866524219513,1.0,0.9264705777168274
12,0.9896344542503357,0.998920202255249,0.031139111146330833,0.9961304664611816,0.9830878376960754,0.9828431606292725,0.9988225102424622,0.05085732787847519,0.9949748516082764,0.970588207244873
13,0.9937261343002319,0.9993698000907898,0.02332223206758499,0.9988974928855896,0.9885433912277222,0.9901960492134094,0.9969002604484558,0.0408128947019577,0.9950494766235352,0.9852941036224365
14,0.9939988851547241,0.999587893486023,0.022371655330061913,0.9988980889320374,0.9890889525413513,0.9877451062202454,0.99715256690979,0.04025345668196678,0.9950248599052429,0.9803921580314636
15,0.9931805729866028,0.9993141293525696,0.023211337625980377,0.9967032670974731,0.9896344542503357,0.9877451062202454,0.9963476061820984,0.03997519984841347,0.9950248599052429,0.9803921580314636
16,0.9945444464683533,0.999809741973877,0.018528034910559654,0.9983507394790649,0.990725576877594,0.9901960492134094,0.9973568320274353,0.03640312701463699,0.9950494766235352,0.9852941036224365
17,0.9956355690956116,0.999849259853363,0.015420935116708279,0.9983543753623962,0.9929078221321106,0.9877451062202454,0.9967801570892334,0.04134631156921387,0.9950248599052429,0.9803921580314636
18,0.9953628182411194,0.9999072551727295,0.014610767364501953,0.9989010691642761,0.9918166995048523,0.9901960492134094,0.9978733658790588,0.03532510623335838,0.9950494766235352,0.9852941036224365
19,0.9967266917228699,0.9998509287834167,0.013755567371845245,1.0,0.9934533834457397,0.9877451062202454,0.9984381198883057,0.03750035911798477,0.9901477694511414,0.9852941036224365
20,0.9959083199501038,0.9995386004447937,0.019139060750603676,1.0,0.9918166995048523,0.970588207244873,0.9920943379402161,0.103932224214077,1.0,0.9411764740943909
21,0.9959083199501038,0.9999042749404907,0.013713499531149864,1.0,0.9918166995048523,0.9877451062202454,0.9971285462379456,0.044152237474918365,0.9950248599052429,0.9803921580314636
22,0.9969994425773621,0.999843955039978,0.011454660445451736,1.0,0.9939988851547241,0.9901960492134094,0.999435305595398,0.03208783268928528,0.9950494766235352,0.9852941036224365
23,0.9967266917228699,0.999927818775177,0.011907361447811127,0.9994514584541321,0.9939988851547241,0.9877451062202454,0.999435305595398,0.04558832570910454,0.9950248599052429,0.9803921580314636
24,0.9950900077819824,0.9997494220733643,0.016913624480366707,0.9989004731178284,0.9912711381912231,0.9877451062202454,0.9965758919715881,0.03949185833334923,0.9950248599052429,0.9803921580314636
25,0.9983633160591125,0.999975323677063,0.009100505150854588,1.0,0.9967266917228699,0.9852941036224365,0.9923707246780396,0.060743171721696854,1.0,0.970588207244873
26,0.9978178143501282,0.9999982118606567,0.006562880240380764,1.0,0.9956355690956116,0.9901960492134094,0.9984862208366394,0.03859389200806618,0.9950494766235352,0.9852941036224365
27,0.9989088773727417,0.9999967217445374,0.005828242748975754,1.0,0.9978178143501282,0.9877451062202454,0.9969242811203003,0.04310709238052368,0.9950248599052429,0.9803921580314636
28,0.9994544386863708,0.9999999403953552,0.004352224990725517,1.0,0.9989088773727417,0.9877451062202454,0.9968762397766113,0.039441097527742386,0.9950248599052429,0.9803921580314636
29,0.9989088773727417,0.9999923706054688,0.005401856265962124,1.0,0.9978178143501282,0.9877451062202454,0.9971646070480347,0.04693039134144783,0.9950248599052429,0.9803921580314636
0,0.8824331760406494,0.9593635201454163,0.27304938435554504,0.8942632079124451,0.8674304485321045,0.970588207244873,0.9971765875816345,0.08924004435539246,0.9897959232330322,0.9509803652763367
1,0.9732678532600403,0.9963760375976562,0.07780304551124573,0.9926178455352783,0.9536279439926147,0.9730392098426819,0.9984381198883057,0.05557833984494209,0.989847719669342,0.9558823704719543
2,0.9809055924415588,0.9976781010627747,0.05583568289875984,0.9938375353813171,0.9678122997283936,0.970588207244873,0.9964196681976318,0.08434008806943893,1.0,0.9411764740943909
3,0.9828150868415833,0.9968951344490051,0.05610347166657448,0.994413435459137,0.9710856676101685,0.9852941036224365,0.9959511160850525,0.060395222157239914,0.9805825352668762,0.9901960492134094
4,0.987725019454956,0.9985605478286743,0.03709692135453224,0.9961154460906982,0.9792689681053162,0.9779411554336548,0.9967560768127441,0.059237394481897354,0.9949238300323486,0.9607843160629272
5,0.987997829914093,0.998056173324585,0.03959617391228676,0.9955678582191467,0.9803600907325745,0.9877451062202454,0.9982098937034607,0.03974363952875137,0.9901477694511414,0.9852941036224365
6,0.990725576877594,0.9985522031784058,0.03015676885843277,0.9955922961235046,0.9858155846595764,0.9828431606292725,0.9967560768127441,0.04354216903448105,0.9949748516082764,0.970588207244873
7,0.9918166995048523,0.9985625743865967,0.028291476890444756,0.9977912902832031,0.9858155846595764,0.9828431606292725,0.996720016002655,0.04160439595580101,0.9949748516082764,0.970588207244873
8,0.9923622608184814,0.999189019203186,0.023917637765407562,0.997245192527771,0.9874522686004639,0.9901960492134094,0.9981737732887268,0.03523794189095497,0.9901960492134094,0.9901960492134094
9,0.9931805729866028,0.999241828918457,0.022213291376829147,0.998346209526062,0.987997829914093,0.9852941036224365,0.996900200843811,0.0433107353746891,0.9805825352668762,0.9901960492134094
10,0.9942716956138611,0.9993317127227783,0.022341275587677956,0.9988986849784851,0.9896344542503357,0.9877451062202454,0.9959390759468079,0.03940973058342934,0.9853658676147461,0.9901960492134094
11,0.9942716956138611,0.9988783001899719,0.026370329782366753,1.0,0.9885433912277222,0.9926470518112183,0.9967080354690552,0.03184687718749046,0.9950739145278931,0.9901960492134094
12,0.9967266917228699,0.9993760585784912,0.014946217648684978,1.0,0.9934533834457397,0.9901960492134094,0.9965758323669434,0.03284979984164238,0.9901960492134094,0.9901960492134094
13,0.9969994425773621,0.9996166229248047,0.014165344648063183,0.999451756477356,0.9945444464683533,0.9901960492134094,0.9967800974845886,0.03219374641776085,0.9901960492134094,0.9901960492134094
14,0.9975450038909912,0.9995802044868469,0.012719273567199707,1.0,0.9950900077819824,0.9852941036224365,0.9971766471862793,0.05758913978934288,1.0,0.970588207244873
15,0.9956355690956116,0.9994146227836609,0.016748938709497452,0.9994502663612366,0.9918166995048523,0.9877451062202454,0.9973087310791016,0.03998574987053871,0.9950248599052429,0.9803921580314636
16,0.9975450038909912,0.9995328783988953,0.01266984362155199,0.9994523525238037,0.9956355690956116,0.9852941036224365,0.99715256690979,0.04132936894893646,0.9950000047683716,0.9754902124404907
17,0.9975450038909912,0.9998621940612793,0.010670929215848446,1.0,0.9950900077819824,0.9926470518112183,0.9968641996383667,0.033669400960206985,0.9950739145278931,0.9901960492134094
18,0.9980905652046204,0.9999281764030457,0.00948997400701046,0.9994529485702515,0.9967266917228699,0.9852941036224365,0.9972246289253235,0.04297902062535286,0.9950000047683716,0.9754902124404907
19,0.9978178143501282,0.9999822378158569,0.007988564670085907,0.9994526505470276,0.9961811304092407,0.9901960492134094,0.9982218742370605,0.031978998333215714,0.9854369163513184,0.9950980544090271
20,0.9983633160591125,0.9999808669090271,0.00782868079841137,1.0,0.9967266917228699,0.9926470518112183,0.9970324039459229,0.03829324617981911,0.9950739145278931,0.9901960492134094
21,0.9980905652046204,0.9999882578849792,0.007117000874131918,1.0,0.9961811304092407,0.9950980544090271,0.9971886277198792,0.03197236731648445,0.9950980544090271,0.9950980544090271
22,0.9986361265182495,0.9999909400939941,0.005991070996969938,1.0,0.997272253036499,0.9852941036224365,0.9964917302131653,0.03952466696500778,0.9759615659713745,0.9950980544090271
23,0.9991816878318787,0.9999979734420776,0.005255863536149263,1.0,0.9983633160591125,0.9950980544090271,0.9971646070480347,0.03358965367078781,0.9950980544090271,0.9950980544090271
