epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6352605223655701,0.7853978276252747,0.6102809906005859,0.5937183499336243,0.8419540524482727,0.7692307829856873,0.9075477719306946,0.48431336879730225,0.9750000238418579,0.5270270109176636
1,0.8179871439933777,0.9071309566497803,0.4042816162109375,0.8295964002609253,0.7974137663841248,0.8782051205635071,0.951137125492096,0.30742570757865906,0.9230769276618958,0.8108108043670654
2,0.8543897271156311,0.9378474354743958,0.3293483555316925,0.8796296119689941,0.818965494632721,0.9102563858032227,0.9659689664840698,0.2665563225746155,0.9285714030265808,0.8783783912658691
3,0.8579586148262024,0.9361997246742249,0.32671722769737244,0.8782343864440918,0.829023003578186,0.8653846383094788,0.972231388092041,0.2803981900215149,0.9649122953414917,0.7432432174682617
4,0.8643825650215149,0.9338897466659546,0.33045217394828796,0.8990536332130432,0.818965494632721,0.8653846383094788,0.9714072942733765,0.2880880534648895,0.9649122953414917,0.7432432174682617
5,0.8715203404426575,0.9496443867683411,0.29970312118530273,0.9006211161613464,0.8333333134651184,0.8910256624221802,0.9710777997970581,0.2475745677947998,0.9523809552192688,0.8108108043670654
6,0.8829407691955566,0.9557470679283142,0.2789454460144043,0.9130434989929199,0.8448275923728943,0.8846153616905212,0.9763513207435608,0.24997980892658234,0.9666666388511658,0.7837837934494019
7,0.8893647193908691,0.9612313508987427,0.26605793833732605,0.9219968914985657,0.8491379022598267,0.8846153616905212,0.9796472787857056,0.2396668642759323,0.9666666388511658,0.7837837934494019
8,0.8965024948120117,0.9580521583557129,0.2717350125312805,0.9366085529327393,0.8491379022598267,0.9166666865348816,0.9770929217338562,0.2309005707502365,0.9420289993286133,0.8783783912658691
9,0.8922198414802551,0.9546639919281006,0.2781025767326355,0.9291338324546814,0.8477011322975159,0.9358974099159241,0.9780817031860352,0.24512355029582977,0.9210526347160339,0.9459459185600281
10,0.9107779860496521,0.9675613641738892,0.24145051836967468,0.9399075508117676,0.8764367699623108,0.9294871687889099,0.978576123714447,0.21353663504123688,0.9436619877815247,0.9054054021835327
11,0.8936473727226257,0.9545712471008301,0.27123454213142395,0.9214175939559937,0.8591954112052917,0.8782051205635071,0.9742913842201233,0.26865553855895996,0.9661017060279846,0.7702702879905701
12,0.8936473727226257,0.9604273438453674,0.2589671015739441,0.9293563365936279,0.8505747318267822,0.8846153616905212,0.9717370271682739,0.2687220573425293,0.982758641242981,0.7702702879905701
13,0.8986438512802124,0.9611161351203918,0.263444721698761,0.9341692924499512,0.8563218116760254,0.9102563858032227,0.978576123714447,0.21289870142936707,0.9545454382896423,0.8513513803482056
14,0.9050678014755249,0.9683429002761841,0.24031631648540497,0.9377915859222412,0.8663793206214905,0.8846153616905212,0.974703311920166,0.23190999031066895,0.9375,0.8108108043670654
15,0.9050678014755249,0.9634069204330444,0.24982820451259613,0.9377915859222412,0.8663793206214905,0.8974359035491943,0.9648154377937317,0.24515597522258759,0.953125,0.8243243098258972
16,0.9036402702331543,0.9706244468688965,0.2318628430366516,0.934883713722229,0.8663793206214905,0.942307710647583,0.9775873422622681,0.20600220561027527,0.9577465057373047,0.9189189076423645
17,0.9150606989860535,0.970558226108551,0.22672928869724274,0.9404579997062683,0.8850574493408203,0.9551281929016113,0.9706657528877258,0.23565898835659027,0.9589040875434875,0.9459459185600281
18,0.9172019958496094,0.9739219546318054,0.21952204406261444,0.9475308656692505,0.8821839094161987,0.9102563858032227,0.9720665812492371,0.2203071266412735,0.9285714030265808,0.8783783912658691
19,0.9172019958496094,0.9732484221458435,0.21824030578136444,0.93543541431427,0.8951149582862854,0.8910256624221802,0.9699242115020752,0.25882595777511597,0.9672130942344666,0.7972972989082336
20,0.9143468737602234,0.9703595042228699,0.22471395134925842,0.9390243887901306,0.8850574493408203,0.9038461446762085,0.9680289626121521,0.2277093231678009,0.9538461565971375,0.837837815284729
21,0.9057815670967102,0.9692906141281128,0.225968137383461,0.9420062899589539,0.8635057210922241,0.9166666865348816,0.9548450708389282,0.28461429476737976,0.9066666960716248,0.9189189076423645
22,0.897216260433197,0.9598424434661865,0.25951123237609863,0.9207317233085632,0.8678160905838013,0.8910256624221802,0.9625905752182007,0.25162482261657715,0.9523809552192688,0.8108108043670654
23,0.9157744646072388,0.9728509783744812,0.22095321118831635,0.9501557350158691,0.8764367699623108,0.8910256624221802,0.96184903383255,0.2545589506626129,0.9523809552192688,0.8108108043670654
24,0.9221984148025513,0.9766202569007874,0.2041015475988388,0.9522342085838318,0.8879310488700867,0.8910256624221802,0.9622610211372375,0.23777958750724792,0.9523809552192688,0.8108108043670654
25,0.9257673025131226,0.978162944316864,0.19711732864379883,0.9484848380088806,0.8994252681732178,0.8653846383094788,0.9604482650756836,0.30528524518013,0.9818181991577148,0.7297297120094299
