epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6788008809089661,0.8358482122421265,0.5849464535713196,0.6104129552841187,0.977011501789093,0.8397436141967773,0.9180124998092651,0.41986313462257385,0.9454545378684998,0.7027027010917664
1,0.840828001499176,0.9074121713638306,0.39637166261672974,0.8845528364181519,0.7816091775894165,0.8589743375778198,0.9634970426559448,0.28584110736846924,0.9482758641242981,0.7432432174682617
2,0.8672376871109009,0.9381001591682434,0.3312337100505829,0.8984375,0.8261494040489197,0.9102563858032227,0.9632498621940613,0.26625436544418335,0.9545454382896423,0.8513513803482056
3,0.8658101558685303,0.9351491332054138,0.3277621567249298,0.8871951103210449,0.8362069129943848,0.8910256624221802,0.9464403390884399,0.2801475524902344,0.9253731369972229,0.837837815284729
4,0.8708065748214722,0.9384527206420898,0.3220137357711792,0.9055117964744568,0.8261494040489197,0.8782051205635071,0.9672049283981323,0.28271669149398804,0.9824561476707458,0.7567567825317383
5,0.8815131783485413,0.9498981237411499,0.29744812846183777,0.9127725958824158,0.8419540524482727,0.9102563858032227,0.9706657528877258,0.22671130299568176,0.9411764740943909,0.8648648858070374
6,0.8843683004379272,0.9494171142578125,0.2902142107486725,0.9021084308624268,0.8606321811676025,0.8717948794364929,0.9719841480255127,0.27988478541374207,0.9821428656578064,0.7432432174682617
7,0.8850820660591125,0.9509222507476807,0.2875158488750458,0.9147287011146545,0.8477011322975159,0.9230769276618958,0.9678642153739929,0.24588295817375183,0.9189189076423645,0.9189189076423645
8,0.8900785446166992,0.9561638832092285,0.27112406492233276,0.9143730998039246,0.8591954112052917,0.8974359035491943,0.97157222032547,0.23452231287956238,0.9677419066429138,0.8108108043670654
9,0.8900785446166992,0.9616522192955017,0.25382864475250244,0.9081325531005859,0.8663793206214905,0.8910256624221802,0.9779993295669556,0.25504353642463684,0.9830508232116699,0.7837837934494019
10,0.902926504611969,0.9637737274169922,0.2475900501012802,0.9229606986045837,0.8778735399246216,0.8910256624221802,0.9807185530662537,0.22293829917907715,0.9672130942344666,0.7972972989082336
11,0.9043540358543396,0.9665209650993347,0.2332715541124344,0.9257575869560242,0.8778735399246216,0.8974359035491943,0.9809657335281372,0.22636325657367706,0.9677419066429138,0.8108108043670654
12,0.8929336071014404,0.9594123959541321,0.25733786821365356,0.9111445546150208,0.8692528605461121,0.9102563858032227,0.9814600944519043,0.19098056852817535,0.9411764740943909,0.8648648858070374
13,0.9143468737602234,0.9723312854766846,0.21590621769428253,0.9350453019142151,0.8893678188323975,0.9294871687889099,0.9815424680709839,0.18833260238170624,0.931506872177124,0.9189189076423645
14,0.9093504548072815,0.9703686237335205,0.22311431169509888,0.9304084777832031,0.8836206793785095,0.9294871687889099,0.9813777208328247,0.18642190098762512,0.9200000166893005,0.9324324131011963
